"CUENTA","GANACIA","TOTALCAMPANAS","PARTICIPACION"
"20,003","72,904.04",83,0.06
"20,005","40,531.25",5,1
"20,019",-885.8,2,1
"20,020","291,900.59",203,0.17
"20,028","1,801.34",1,1
"20,041","94,647.71",38,0.11
"20,050","66,119.59",125,0.13
"20,051","9,051.51",1,1
"20,054","215,221.33",130,0.07
"20,060","57,704.48",27,0.25
"20,070","273,665.55",204,0.15
"20,082","241,037.75",204,0.18
"20,086","19,891.22",198,0.04
"20,087","52,320.45",7,0.86
"20,093","46,516.72",171,0.01
"20,107","-2,525.08",11,0.08
"20,113","198,261.79",123,0.04
"20,116","6,195.29",96,0.01
"20,147","164,188.69",52,0.18
"20,152","72,641.32",6,0.06
"20,155","477,894.36",51,0.17
"20,156","80,647.07",11,0.12
"20,160","6,483.49",60,0.01
"20,164","15,118.46",4,1
"20,234","157,607.22",111,0.18
"20,247","582,477.69",190,0.17
"20,255","144,353.56",73,0.23
"20,263","71,106.92",117,0.01
"20,269","74,629.18",190,0.17
"20,302","265,036.86",28,0.12
"20,318","221,490.59",106,0.21
"20,319","254,343.04",179,0.19
"20,323","13,696.63",3,0.67
"20,328","324,517.75",204,0.18
"20,336","7,174.38",1,1
"20,340","991,963.22",204,0.18
"20,342","12,458.92",3,1
"20,362","121,429.68",96,0.04
"20,368","257,469.01",39,0.18
"20,376","6,373.58",1,1
"20,381","1,398,911.28",203,0.18
"20,403","205,223.29",95,0.16
"20,425","3,192.26",10,0.2
"20,433","827,974.34",119,0.19
"20,439","14,297.07",19,0.16
"20,442","576,725",204,0.18
"20,452","724,221.72",204,0.18
"20,474","377,673.14",53,0.24
"20,491","501,556.84",204,0.12
"20,532","4,629.05",3,0.67
"20,537","28,443.69",102,0.15
"20,553","241,768.9",23,0.22
"20,563","590,534.63",57,0.19
"20,568","-28,794.29",151,0.02
"20,621","296,212.8",204,0.08
"20,644","420,815.18",192,0.12
"20,647","1,083.58",1,1
"20,665","29,855.8",5,1
"20,691","176,258.52",47,0.22
"20,717","1,671,536.54",204,0.18
"20,741","19,198.88",3,0.67
"20,751","392,259.63",179,0.19
"20,758","156,172.93",51,0.16
"20,772","814,176.02",204,0.18
"20,775","29,820.18",202,0.01
"20,797","8,703.52",3,0.67
"20,823","6,607.89",1,1
"20,824","54,026.36",5,1
"20,829","49,676.67",71,0.08
"20,839","403,454.75",203,0.18
"20,841","33,755.26",150,0.02
"20,842","5,214.87",194,0.08
"20,844","20,383.27",9,0.1
"20,853","160,662.52",196,0.07
"20,897",-935.55,3,1
"20,898","2,055.35",125,0
"20,907","72,715.37",195,0.11
"20,928","61,793.68",74,0.05
"20,930","52,614.09",160,0.11
"20,933",-242.04,1,1
"20,940","969,627.62",204,0.18
"20,949","1,121,161.87",205,0.18
"20,998","1,212,089.3",31,0.27
"21,011","27,330.91",164,0.02
"21,014","83,221",204,0.16
"21,015","8,689.59",89,0.05
"21,028","5,678.64",151,0.17
"21,035","349,453.26",131,0.18
"21,036","6,054.97",8,0.08
"21,042","6,507.38",2,0.5
"21,073","131,272.26",52,0.16
"21,099","1,224.89",2,1
"21,100","173,194.44",38,0.19
"21,104","125,855.91",169,0.07
"21,108","93,105.33",166,0.08
"21,109","93,732.64",8,0.75
"21,113","17,483.33",180,0.11
"21,125","-1,493.5",2,1
"21,137","1,400.15",1,1
"21,139","182,166.24",85,0.12
"21,151","848,243.66",204,0.18
"21,155","-28,981.53",13,0.14
"21,171","2,855.64",1,1
"21,181","26,872.54",29,0.12
"21,211","52,252.08",7,1
"21,213","33,439.11",9,0.09
"21,214","425,673.43",78,0.19
"21,217","756,221.31",204,0.18
"21,229","746,693.17",204,0.18
"21,230","84,558.66",18,1
"21,231","23,347.21",9,0.89
"21,269","17,892.51",5,1
"21,302","846,671.52",175,0.19
"21,306","7,150.58",6,0.83
"21,318","5,845.6",8,1
"21,333","316,952.19",26,0.24
"21,347","1,549.3",1,1
"21,353","16,439.01",102,0.12
"21,373","6,445,613.91",204,0.18
"21,375","578,100.77",95,0.18
"21,383","-2,241.88",1,1
"21,390","24,402.99",111,0
"21,415","273,543.91",88,0.21
"21,426","827,327.48",112,0.19
"21,430","144,886.93",48,0.12
"21,443","273,986.53",68,0.17
"21,456","576,978.82",92,0.18
"21,458","1,300,389.6",182,0.19
"21,491","251,244.29",165,0.17
"21,519","232,622.03",197,0.16
"21,521","95,604.76",191,0.16
"21,522","86,940.22",100,0.16
"21,524","186,831.85",204,0.07
"21,533","391,438.62",204,0.18
"21,535","211,807.9",204,0.18
"21,540","24,026.35",4,0.02
"21,542","63,445.67",51,0.09
"21,549",-153.96,197,0.09
"21,556","53,967.53",12,0.58
"21,569","194,368.03",204,0.05
"21,570","23,843.68",5,1
"21,582","28,304.43",5,1
"21,591","1,575,181.91",204,0.18
"21,600","8,511.14",77,0.03
"21,608","8,688.85",121,0.02
"21,611","-2,700.4",158,0.02
"21,614","20,054.35",8,0.09
"21,634","251,774.02",31,0.27
"21,635","23,519.67",71,0.03
"21,650","319,534.71",35,0.27
"21,668","284,493.03",36,0.18
"21,672","49,894.63",12,0.92
"21,684","26,150.58",28,0.11
"21,690","171,035.63",62,0.2
"21,698","11,066.16",7,0.86
"21,702","462,299.93",203,0.18
"21,712","20,069.22",13,0.92
"21,723","97,644.9",194,0.03
"21,748","-1,466.76",1,1
"21,753","-3,945.72",8,0.04
"21,762","988,350.31",204,0.17
"21,768",220.89,3,1
"21,772","167,494.64",69,0.15
"21,774","431,107.42",204,0.15
"21,778","6,690.91",7,0.07
"21,803","2,058,719.91",204,0.18
"21,845","3,168,669.25",205,0.18
"21,855","15,385.92",2,0.5
"21,856","10,045.4",3,1
"21,862","133,240.77",15,1
"21,863","30,591.99",11,0.1
"21,890","555,996.12",205,0.14
"21,894","34,691.99",130,0.04
"21,918","3,449.26",141,0
"21,919","-1,966.43",15,0.67
"21,924","889,876.14",205,0.18
"21,927","110,219.83",192,0.08
"21,933","44,742.52",11,0.11
"21,965","96,090.66",73,0.14
"21,969","230,278.44",204,0.16
"22,009","8,605.81",2,1
"22,010","306,639.23",173,0.19
"22,012","5,280.21",2,1
"22,013","553,463.17",204,0.18
"22,028","110,671.47",203,0.04
"22,038","2,930.27",1,1
"22,040","183,300.49",204,0.08
"22,043","54,342.9",5,1
"22,044","3,910.32",2,1
"22,060","13,197.1",2,0.5
"22,085","272,549.05",204,0.15
"22,091","39,383.86",5,1
"22,097","-1,183.87",22,0.04
"22,104","448,000.36",107,0.2
"22,106","5,262.09",153,0.06
"22,114","226,214.75",32,0.27
"22,124","1,327.43",1,1
"22,128","4,603.82",1,1
"22,129","104,060.45",154,0.08
"22,132",-433.3,105,0
"22,135","322,723.13",204,0.16
"22,136","529,559.18",196,0.19
"22,175","4,767.36",1,1
"22,190","877,252.51",204,0.18
"22,206","1,469,132.71",204,0.18
"22,217","119,807.2",13,0.92
"22,220","278,697.13",26,0.23
"22,225",-287.83,1,1
"22,227",-339.73,1,1
"22,236","300,213.08",205,0.18
"22,256","39,142.97",94,0.18
"22,258","11,164.54",159,0.03
"22,266","43,643.32",132,0.17
"22,267","14,222.96",158,0.08
"22,277","299,776.5",64,0.09
"22,283","5,385.78",2,1
"22,301","354,866.96",187,0.17
"22,311","104,766.05",174,0.16
"22,312","236,846.02",100,0.19
"22,317",907.63,1,1
"22,324","3,036.57",1,1
"22,334","47,921.67",17,0.15
"22,336","-30,405.6",115,0.1
"22,345","60,600.38",10,0.11
"22,377","3,939.06",2,0.5
"22,386","158,021.93",140,0.14
"22,403","2,199.9",1,1
"22,418",786.58,1,1
"22,431","37,268.3",33,0.17
"22,457","64,447.8",176,0.15
"22,472","268,210.51",46,0.22
"22,493","3,125.07",161,0
"22,496","20,407.2",196,0.02
"22,500","2,209.32",132,0.01
"22,529","-2,076.41",1,1
"22,532","136,906.9",51,0.15
"22,541","99,372.67",163,0.04
"22,580","200,243.37",204,0.18
"22,582","12,097.59",23,0.06
"22,593","113,951.97",30,0.27
"22,600","91,120.02",18,0.18
"22,630","45,340",109,0.04
"22,632","1,428.84",1,1
"22,636","14,287.19",3,1
"22,659","32,135,688.93",204,0.18
"22,678","8,097",3,0.04
"22,694","234,968.33",204,0.04
"22,727","-6,400.49",2,1
"22,772","102,455.47",175,0.09
"22,774","423,729.19",204,0.18
"22,791","410,994.18",59,0.19
"22,816","9,808.84",204,0.03
"22,822","95,212.65",14,0.93
"22,830","95,936.07",65,0.17
"22,832",277.04,1,1
"22,862","3,652.34",3,0.33
"22,868","47,786.5",7,1
"22,872","332,051.12",114,0.17
"22,873","21,284.55",149,0.01
"22,881","9,974.23",175,0.03
"22,887","2,104.49",124,0.02
"22,898",-984.35,12,0.08
"22,912","55,586.61",34,0.17
"22,927","896,882.92",166,0.18
"22,930","58,502.13",13,0.12
"22,940","99,206.11",58,0.1
"22,958","1,240,314.59",205,0.19
"22,972","271,637.11",90,0.13
"22,987","112,083.55",27,0.14
"22,988","18,619.24",1,1
"22,989","548,572.06",204,0.18
"22,995","785,703.89",61,0.16
"23,010","211,824.4",33,0.23
"23,014","109,527.8",13,0.13
"23,016","87,323.11",91,0.08
"23,017","5,297.37",5,1
"23,024","371,787",205,0.18
"23,036","167,704.32",152,0.09
"23,039","4,068.39",8,0.06
"23,045","6,373.33",1,1
"23,077","638,392.03",204,0.18
"23,086","206,519.44",205,0.17
"23,088","175,885.02",119,0.16
"23,092","23,301.54",8,0.88
"23,094","288,341.84",101,0.2
"23,114","31,904.22",179,0.09
"23,116","5,245.2",6,0.03
"23,124","146,653.96",181,0.15
"23,145","262,918.1",204,0.18
"23,146","56,342.61",12,0.92
"23,155","-2,205.89",41,0.01
"23,164","11,909.17",3,0.67
"23,169","52,637.56",67,0.07
"23,171",53.78,5,0.4
"23,174","386,367.95",204,0.14
"23,178","18,647.19",115,0.09
"23,183","-11,759.28",6,0.83
"23,194","156,546.91",45,0.15
"23,201","34,913.93",36,0.15
"23,205","762,870.12",204,0.18
"23,211","76,531.83",129,0.04
"23,213","1,018,360.32",204,0.18
"23,243","33,653.76",14,0.14
"23,252","612,372.75",204,0.18
"23,262","82,147.27",184,0.17
"23,277","77,299.47",31,0.13
"23,304","59,066.88",204,0.06
"23,338","1,183,051.35",204,0.18
"23,349","37,939.32",143,0.01
"23,368","3,242.61",2,1
"23,397","306,743.55",96,0.18
"23,410","19,267.79",4,0.75
"23,415","142,693.72",164,0.18
"23,422","166,495.38",200,0.05
"23,466","86,058.33",197,0.17
"23,477","44,718.16",182,0.01
"23,483","618,510.69",205,0.18
"23,490","586,688.54",68,0.22
"23,509","22,590.21",35,0.13
"23,582","18,621.78",5,0.06
"23,589","277,774.73",204,0.11
"23,593","103,744",9,0.89
"23,611","44,965.06",9,0.89
"23,625","274,722.04",58,0.19
"23,663","30,164.62",6,0.06
"23,671","1,066.85",8,0.09
"23,676","21,179.51",7,0.86
"23,698","38,188.97",4,1
"23,703",716.77,1,1
"23,711","538,631.47",204,0.18
"23,715","404,444.55",107,0.2
"23,718","883,592.18",204,0.18
"23,720","1,522,456.79",203,0.18
"23,727","183,211.61",175,0.17
"23,732","393,267.13",107,0.21
"23,758","95,263.73",23,0.11
"23,767","474,941",204,0.18
"23,785","4,420.69",177,0.09
"23,803","60,055.77",13,0.85
"23,820","663,146.2",205,0.18
"23,833","9,298.93",70,0.16
"23,834","1,278,240.88",203,0.18
"23,859","892,692.69",204,0.18
"23,866","1,653,979.84",205,0.19
"23,882","84,431.12",19,0.19
"23,903","520,875.19",27,0.14
"23,947","20,568.6",8,1
"23,951","777,024.67",203,0.18
"23,984","172,777.48",129,0.04
"23,985","856,353.26",204,0.18
"23,986","112,021.51",84,0.11
"24,003","-2,128.5",22,0.04
"24,014","335,151.5",86,0.21
"24,028","4,410.22",2,1
"24,044","12,249.97",14,0.03
"24,072","91,110.29",7,0.86
"24,117","122,614.91",204,0.1
"24,129","524,408.62",205,0.19
"24,136","129,759.29",11,0.11
"24,138","19,902.34",4,0.5
"24,159","201,449.34",104,0.17
"24,166","3,206.56",3,1
"24,184","145,346.95",10,0.11
"24,187","146,351.98",57,0.19
"24,198","908,887.71",204,0.18
"24,205","139,132.18",32,0.16
"24,209","3,131.32",2,0.5
"24,218","69,103.33",18,0.18
"24,229","114,270.81",81,0.1
"24,244","47,640.56",14,1
"24,256","5,237.22",14,0.11
"24,260","66,726.5",187,0.08
"24,267","10,006.78",5,0.8
"24,273","50,594.88",167,0.18
"24,274","996,121.4",204,0.18
"24,284","15,298.17",14,0.15
"24,288","35,716.68",3,0.67
"24,289","424,501.07",121,0.2
"24,293","3,978,305.38",94,0.19
"24,318","243,612.52",58,0.18
"24,321","608,509.81",204,0.18
"24,322","307,772.44",96,0.19
"24,367","660,920.15",204,0.18
"24,408","127,714.98",191,0.16
"24,415","201,076.45",107,0.17
"24,430","408,112.51",205,0.08
"24,444","465,292.43",204,0.18
"24,472","47,080.43",119,0.02
"24,475","-6,737.07",204,0.1
"24,486","-1,288.47",2,0.5
"24,487","38,932.07",6,1
"24,490","198,900.36",13,0.85
"24,498","-5,072.95",7,1
"24,513","47,713.64",11,0.12
"24,531","320,496.64",134,0.17
"24,538","39,179.04",79,0.11
"24,544","1,187.62",1,1
"24,561","13,656.38",107,0.01
"24,573","814,007.27",204,0.18
"24,579","23,717.57",87,0.07
"24,588","114,622.07",204,0.18
"24,590","818,087.86",203,0.18
"24,595","-8,851.77",7,1
"24,604","55,443.13",19,0.19
"24,607","2,169.12",1,1
"24,610","2,394.23",1,1
"24,624","2,823.67",151,0.01
"24,634","12,987.93",2,0.5
"24,637","100,884.59",179,0.17
"24,648","127,185.82",51,0.17
"24,662","204,918.67",204,0.18
"24,664","6,166.51",9,0.22
"24,666","402,549.19",67,0.21
"24,672",313.15,81,0.05
"24,674",300.82,12,0.02
"24,694","39,226.65",77,0.04
"24,707","119,658.47",192,0.13
"24,712","26,703.08",14,0.15
"24,720","8,522.88",6,1
"24,731","-1,743.9",19,0.06
"24,737","-4,027.82",4,0.75
"24,740","23,203.21",154,0.03
"24,774","-10,588.14",199,0.03
"24,777","145,114.19",204,0.08
"24,780","192,215.36",92,0.16
"24,782","130,956.4",177,0.05
"24,787","272,458.12",204,0.18
"24,793","17,522.22",5,0.8
"24,802","19,463.65",4,0.75
"24,806","101,251.25",113,0.1
"24,815","15,742.19",33,0.09
"24,825","6,500.83",122,0
"24,832","10,420.75",2,1
"24,846","1,136,781.13",94,0.19
"24,870","779,690.67",204,0.18
"24,890","224,760.1",141,0.18
"24,895","18,235.25",3,1
"24,896","97,188.63",109,0.18
"24,939","159,588.22",204,0.17
"24,952","77,110.03",16,0.94
"24,962","14,759.85",152,0.11
"24,963","149,616.15",26,0.12
"24,967","4,018.5",57,0.01
"24,972","63,127.82",41,0.04
"24,977","25,596.33",5,0.8
"24,981","880,628.67",154,0.1
"24,982","94,146.82",112,0.14
"24,994","11,832.15",98,0.04
"25,007","265,614.65",186,0.17
"25,012","87,662.57",17,0.16
"25,013","863,522.48",116,0.19
"25,026","3,063,419.16",205,0.19
"25,062","99,107.92",186,0.11
"25,064","930,620.35",68,0.22
"25,080","36,010.17",205,0.13
"25,082","4,772.04",1,1
"25,092","85,638.65",7,1
"25,104","182,915.87",204,0.18
"25,115","141,939.83",204,0.15
"25,119","295,787.17",203,0.12
"25,130","706,997.57",204,0.18
"25,133","19,524.26",67,0.01
"25,135","271,091.56",204,0.18
"25,138","95,511.71",8,1
"25,139","610,350.8",130,0.18
"25,145","317,306.58",20,0.2
"25,147","371,855.27",185,0.16
"25,148","93,018.84",204,0.1
"25,152","491,028.32",204,0.17
"25,167","56,761.51",8,0.06
"25,177","154,994.06",73,0.13
"25,183","333,489.15",130,0.18
"25,211","127,231.08",11,0.12
"25,283","752,962.27",204,0.18
"25,293","17,773.53",18,0.18
"25,301","315,090.3",204,0.17
"25,305","23,319.74",198,0.03
"25,317","-2,362.76",193,0.05
"25,323","-2,111.85",5,1
"25,327","343,625.51",203,0.13
"25,329","-8,960.17",200,0.01
"25,340","1,537.68",121,0.01
"25,346","208,171.64",204,0.18
"25,359","49,247.19",87,0.04
"25,376","231,147.75",106,0.12
"25,380","1,429,668.39",204,0.18
"25,401","1,172,273.76",204,0.18
"25,411","2,668,211.14",204,0.18
"25,414","621,192.04",204,0.18
"25,423","1,012,238.88",204,0.18
"25,442","46,134.69",204,0.13
"25,443","66,952.01",11,1
"25,450","11,859.04",7,0.08
"25,460","75,466.93",77,0.08
"25,477","219,385.56",204,0.16
"25,489","312,319.8",202,0.17
"25,491","2,935,400.32",204,0.18
"25,500","139,410.6",34,0.29
"25,506","26,062.88",57,0.03
"25,510","98,595.11",152,0.15
"25,511","249,225.23",202,0.1
"25,519","353,785.57",44,0.21
"25,521","30,173.75",197,0.09
"25,528","17,125.35",3,0.67
"25,532","373,375.44",121,0.07
"25,537","1,583,910.44",205,0.19
"25,561","16,039.84",174,0.06
"25,575","10,438.75",4,0.75
"25,577","115,308.25",189,0.15
"25,581","300,297.46",146,0.18
"25,586","1,743.14",3,0.33
"25,605","2,319,842.61",204,0.18
"25,614","320,540.94",96,0.19
"25,615","36,336.78",9,1
"25,650","643,891.8",204,0.17
"25,658","927,970.08",204,0.18
"25,662","-1,121.53",4,1
"25,664","489,178.51",39,0.19
"25,666","9,681",14,0.11
"25,675","16,759.48",93,0.01
"25,685","755,902.22",108,0.21
"25,690","211,692.29",80,0.13
"25,718","3,212.86",30,0.15
"25,741","202,488.18",188,0.17
"25,746","-2,512.13",62,0.01
"25,756","518,557.91",203,0.18
"25,760","52,028.67",55,0.08
"25,774","254,471.45",26,0.24
"25,778","13,013.65",1,1
"25,795","15,415.08",12,0.06
"25,808","429,374.06",204,0.18
"25,821","35,482.07",39,0.11
"25,828","127,965.59",194,0.03
"25,847","64,385.2",9,0.09
"25,865","27,705.53",8,0.63
"25,871","1,235.13",1,1
"25,894","2,275,266.7",193,0.18
"25,902","489,616.6",37,0.31
"25,909","359,576.17",41,0.18
"25,924","1,128.85",2,0.5
"25,963","115,995.13",33,0.27
"25,979","96,259.34",29,0.14
"25,984","137,460.85",151,0.04
"25,985","29,792.47",35,0.07
"25,993","371,180.75",116,0.18
"26,019","556,359.03",95,0.19
"26,023","396,844.31",33,0.29
"26,030","6,814.41",1,1
"26,031","4,656,758.71",204,0.18
"26,040","4,111.94",185,0.02
"26,041","257,508.67",204,0.15
"26,045","1,415,751.3",67,0.21
"26,053","317,811.29",116,0.18
"26,067","359,811.11",175,0.13
"26,068","58,075.35",9,1
"26,079","48,756.04",36,0.31
"26,081","224,352.08",204,0.03
"26,096","260,432.39",164,0.04
"26,107","67,336.58",169,0.13
"26,129","204,881.9",204,0.16
"26,130","192,812.77",180,0.18
"26,156","39,497.08",7,0.07
"26,161","7,497.18",2,1
"26,178","1,179.4",18,0.18
"26,185","16,904.93",138,0.04
"26,190","270,587.61",154,0.03
"26,193","31,498.56",201,0.06
"26,197","28,608.38",8,1
"26,211","149,422.25",83,0.18
"26,233",-682.54,1,1
"26,241","716,965.74",204,0.18
"26,251","16,920.94",7,0.07
"26,266","1,120.19",3,1
"26,268","36,781.38",3,0.02
"26,269",-350.81,3,0.33
"26,277","976,685.32",203,0.18
"26,289","175,176.13",204,0.15
"26,290","37,367.26",8,1
"26,299","1,236.68",95,0.01
"26,317","-1,946.03",1,1
"26,319","11,140.74",2,0.5
"26,338","201,452.65",150,0.06
"26,348","24,637.5",5,1
"26,351","49,519.92",86,0.1
"26,353","47,204.95",5,1
"26,364","14,346.73",3,0.67
"26,395","690,163.88",178,0.18
"26,396","1,122,518.71",204,0.18
"26,399","10,384.04",22,0.19
"26,402","632,961.67",204,0.17
"26,409","67,528.68",155,0.17
"26,410","129,028.03",75,0.08
"26,414","101,018.31",111,0.04
"26,422","3,817.76",51,0.01
"26,424",-760.34,2,1
"26,434","5,171.33",40,0.07
"26,438","109,176.95",102,0.17
"26,452","29,147.77",4,1
"26,454","17,982.91",15,0.05
"26,455","30,562.13",10,0.11
"26,466","26,017.74",136,0.01
"26,479","751,120.97",72,0.23
"26,482","337,338.46",203,0.18
"26,484","267,747.39",204,0.18
"26,503","897,248.67",204,0.18
"26,507",-919.36,126,0.04
"26,509","12,037.72",2,1
"26,518","51,578.72",11,1
"26,528","88,166.07",19,0.17
"26,537","11,020.3",150,0.17
"26,559","226,986.78",26,0.24
"26,568","62,379.48",10,0.8
"26,573","904,016.21",204,0.18
"26,588","15,837.44",4,1
"26,604","8,402.85",145,0.03
"26,619","301,003.89",191,0.17
"26,620","1,057,405.4",205,0.19
"26,623","161,641.77",180,0.18
"26,648","1,449,402.63",204,0.18
"26,664","603,413.37",203,0.17
"26,665","28,900.6",65,0.04
"26,688","24,333.91",5,1
"26,696","393,796.97",42,0.2
"26,702","22,583.59",4,1
"26,715","111,676.25",41,0.17
"26,725","-1,621.26",1,1
"26,746","33,083.47",17,0.29
"26,752","20,202.43",3,1
"26,753","84,247.25",12,1
"26,762","43,778.07",160,0.15
"26,791","74,323.85",20,0.15
"26,809","513,187.42",204,0.16
"26,811","720,010.24",132,0.18
"26,817","30,102.45",3,1
"26,819","55,596.73",204,0.1
"26,822","119,664.54",10,0.11
"26,829","12,873.36",52,0.05
"26,833","55,213.42",11,0.91
"26,849","339,584.56",204,0.18
"26,852","2,457,373.48",204,0.18
"26,855","570,612.26",203,0.18
"26,865",-399.71,93,0
"26,873","87,837.84",14,0.11
"26,877","593,589.52",170,0.19
"26,908","25,622.38",57,0.06
"26,910",337.12,2,0.5
"26,912","27,067.56",5,0.8
"26,919","32,743.11",13,0.12
"26,921","53,622.91",11,1
"26,939","1,247,025.18",204,0.18
"26,950",888.24,19,0.17
"26,954","14,479.22",68,0.02
"26,955","637,915.82",204,0.18
"26,956","4,123.21",1,1
"26,958","11,845.6",196,0.01
"26,964","71,669.3",204,0.1
"26,977","238,875.88",42,0.17
"26,986","32,358.1",4,1
"26,996","408,364.55",204,0.18
"27,019","449,304.18",153,0.19
"27,071","3,795,606.99",205,0.19
"27,074","240,279.8",32,0.16
"27,086","23,098.66",80,0.04
"27,127","4,175.79",6,1
"27,129",894.33,181,0.05
"27,146","11,329.58",37,0.1
"27,154","133,122.95",185,0.03
"27,187","246,206.02",167,0.1
"27,195","291,913.67",204,0.18
"27,211","11,788.4",155,0.17
"27,215","759,975.43",130,0.18
"27,225","44,643.28",50,0.17
"27,229","767,408.76",204,0.18
"27,233","43,268.75",9,0.08
"27,247","10,782.34",2,1
"27,249",-954.97,12,0.11
"27,261","1,265.94",1,1
"27,267","488,731.61",72,0.22
"27,286",-526.18,127,0.02
"27,295","497,676.96",58,0.19
"27,298","73,029.6",204,0.04
"27,312","463,612",198,0.19
"27,324","21,177.44",44,0.07
"27,331","489,877.38",204,0.18
"27,345","176,130.07",116,0.18
"27,366","7,073.02",1,1
"27,367","141,319.29",14,0.15
"27,374","554,709.2",204,0.13
"27,375","13,479.03",5,0.6
"27,383","19,967.53",14,0.79
"27,386","28,861.85",3,0.04
"27,406","73,611.37",25,0.22
"27,433","73,315.19",12,1
"27,438","41,754.5",37,0.03
"27,472","14,973.99",1,1
"27,494","1,836,991.5",201,0.18
"27,499",-287.19,5,1
"27,518","70,888.77",170,0.18
"27,528","150,751.89",91,0.06
"27,545","59,854.69",86,0.09
"27,585","5,517.61",2,1
"27,602","784,843.1",204,0.18
"27,604","62,278.29",110,0.02
"27,611","314,741.91",183,0.18
"27,617",690.6,107,0.01
"27,628","12,249.81",5,1
"27,635","340,270.77",204,0.1
"27,637","63,762.53",129,0.18
"27,638","340,821.83",204,0.16
"27,658","69,429.34",10,0.11
"27,664","667,728.88",204,0.18
"27,686","9,612.78",50,0.07
"27,710","21,654.59",44,0.14
"27,711","70,769.37",88,0.17
"27,712","169,804.38",176,0.16
"27,729","540,944.59",62,0.12
"27,734","14,203.45",1,1
"27,747","-2,872.52",1,1
"27,757","451,206.59",204,0.17
"27,797","1,421,576.12",204,0.18
"27,818","21,387.01",3,0.67
"27,822","7,888.97",2,1
"27,837","161,568.14",36,0.12
"27,856","423,761.05",204,0.18
"27,857","288,149.88",204,0.18
"27,864","13,504.63",4,1
"27,868","183,209.35",187,0.12
"27,896","3,040.06",2,1
"27,899","2,364,706.57",204,0.18
"27,917","27,329.53",10,0.9
"27,924","1,198",161,0
"27,959","156,469.18",25,0.23
"27,967","9,662.62",4,1
"27,968","372,026.81",204,0.17
"27,975","2,151.23",1,1
"27,982","63,452.89",15,0.13
"28,011","2,685,475.53",204,0.18
